item,element,year,value,unit
Ghee from buffalo milk,Production,2020,218.24,t
Ghee from cow milk,Production,2020,30300.0,t
"Ginger, raw",Area harvested,2020,10304.0,ha
"Ginger, raw",Yield,2020,8238.3,kg/ha
"Ginger, raw",Production,2020,84887.0,t
"Goat fat, unrendered",Production,2020,16534.35,t
"Goat fat, unrendered",Producing Animals/Slaughtered,2020,13217500.0,An
Goats,Stocks,2020,26435000.0,An
Green garlic,Area harvested,2020,73564.0,ha
Green garlic,Yield,2020,6599.0,kg/ha
Green garlic,Production,2020,485447.0,t
"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",Production,2020,89931.0,t
Groundnut oil,Production,2020,18034.64,t
"Groundnuts, excluding shelled",Area harvested,2020,32710.0,ha
"Groundnuts, excluding shelled",Yield,2020,1843.9,kg/ha
"Groundnuts, excluding shelled",Production,2020,60314.0,t
"Hen eggs in shell, fresh",Yield,2020,64.0,No/An
"Hen eggs in shell, fresh",Yield/Carcass Weight,2020,3656.0,g/An
"Hen eggs in shell, fresh",Production,2020,692700.0,t
"Hen eggs in shell, fresh",Production,2020,12152000.0,1000 No
"Hen eggs in shell, fresh",Laying,2020,189465.0,1000 An
"Jute, raw or retted",Area harvested,2020,679493.0,ha
"Jute, raw or retted",Yield,2020,2577.9,kg/ha
"Jute, raw or retted",Production,2020,1751635.0,t
"Kenaf, and other textile bast fibres, raw or retted",Area harvested,2020,34.0,ha
"Kenaf, and other textile bast fibres, raw or retted",Yield,2020,2351.2,kg/ha
"Kenaf, and other textile bast fibres, raw or retted",Production,2020,79.0,t
Lemons and limes,Area harvested,2020,63310.0,ha
Lemons and limes,Yield,2020,924.8,kg/ha
Lemons and limes,Production,2020,58552.0,t
"Lentils, dry",Area harvested,2020,141282.0,ha
"Lentils, dry",Yield,2020,1255.3,kg/ha
"Lentils, dry",Production,2020,177354.0,t
Linseed,Area harvested,2020,4110.0,ha
Linseed,Yield,2020,752.8,kg/ha
Linseed,Production,2020,3094.0,t
Maize (corn),Area harvested,2020,471709.0,ha
Maize (corn),Yield,2020,8512.3,kg/ha
Maize (corn),Production,2020,4015306.0,t
"Mangoes, guavas and mangosteens",Area harvested,2020,122498.0,ha
"Mangoes, guavas and mangosteens",Yield,2020,11823.8,kg/ha
"Mangoes, guavas and mangosteens",Production,2020,1448396.0,t
"Meat of buffalo, fresh or chilled",Yield/Carcass Weight,2020,80.0,kg/An
"Meat of buffalo, fresh or chilled",Production,2020,6881.32,t
"Meat of buffalo, fresh or chilled",Producing Animals/Slaughtered,2020,85993.0,An
"Meat of cattle with the bone, fresh or chilled",Yield/Carcass Weight,2020,73.0,kg/An
"Meat of cattle with the bone, fresh or chilled",Production,2020,199203.18,t
"Meat of cattle with the bone, fresh or chilled",Producing Animals/Slaughtered,2020,2737597.0,An
"Meat of chickens, fresh or chilled",Yield/Carcass Weight,2020,700.0,g/An
"Meat of chickens, fresh or chilled",Production,2020,210262.67,t
"Meat of chickens, fresh or chilled",Producing Animals/Slaughtered,2020,300512.0,1000 An
"Meat of ducks, fresh or chilled",Yield/Carcass Weight,2020,1000.0,g/An
"Meat of ducks, fresh or chilled",Production,2020,58500.05,t
"Meat of ducks, fresh or chilled",Producing Animals/Slaughtered,2020,58500.0,1000 An
"Meat of goat, fresh or chilled",Yield/Carcass Weight,2020,17.0,kg/An
"Meat of goat, fresh or chilled",Production,2020,225050.89,t
"Meat of goat, fresh or chilled",Producing Animals/Slaughtered,2020,13217500.0,An
"Meat of sheep, fresh or chilled",Yield/Carcass Weight,2020,6.0,kg/An
"Meat of sheep, fresh or chilled",Production,2020,5843.4,t
"Meat of sheep, fresh or chilled",Producing Animals/Slaughtered,2020,973900.0,An
Millet,Area harvested,2020,10678.0,ha
Millet,Yield,2020,1119.9,kg/ha
Millet,Production,2020,11958.15,t
Molasses,Production,2020,50000.0,t
Natural rubber in primary forms,Area harvested,2020,218991.0,ha
Natural rubber in primary forms,Yield,2020,100.0,kg/ha
Natural rubber in primary forms,Production,2020,21900.0,t
Oil of linseed,Production,2020,2000.0,t
Oil of sesame seed,Production,2020,6570.78,t
Okra,Area harvested,2020,11736.0,ha
Okra,Yield,2020,4771.6,kg/ha
Okra,Production,2020,56000.0,t
"Onions and shallots, dry (excluding dehydrated)",Area harvested,2020,185273.0,ha
"Onions and shallots, dry (excluding dehydrated)",Yield,2020,10545.5,kg/ha
"Onions and shallots, dry (excluding dehydrated)",Production,2020,1953800.0,t
Oranges,Area harvested,2020,775.0,ha
Oranges,Yield,2020,4144.5,kg/ha
Oranges,Production,2020,3212.0,t
"Other beans, green",Area harvested,2020,24940.0,ha
"Other beans, green",Yield,2020,6805.7,kg/ha
"Other beans, green",Production,2020,169735.0,t
Other berries and fruits of the genus vaccinium n.e.c.,Area harvested,2020,20000.0,ha
Other berries and fruits of the genus vaccinium n.e.c.,Yield,2020,4200.0,kg/ha
Other berries and fruits of the genus vaccinium n.e.c.,Production,2020,84000.0,t
"Other fibre crops, raw, n.e.c.",Area harvested,2020,1949.0,ha
"Other fibre crops, raw, n.e.c.",Yield,2020,199.9,kg/ha
"Other fibre crops, raw, n.e.c.",Production,2020,389.49,t
"Other fruits, n.e.c.",Area harvested,2020,75000.0,ha
"Other fruits, n.e.c.",Yield,2020,10013.3,kg/ha
"Other fruits, n.e.c.",Production,2020,751000.0,t
"Other meat of mammals, fresh or chilled",Production,2020,16875.28,t
"Other oil seeds, n.e.c.",Area harvested,2020,2561.0,ha
"Other oil seeds, n.e.c.",Yield,2020,565.4,kg/ha
"Other oil seeds, n.e.c.",Production,2020,1448.0,t
Other pulses n.e.c.,Area harvested,2020,202349.0,ha
Other pulses n.e.c.,Yield,2020,1018.7,kg/ha
Other pulses n.e.c.,Production,2020,206127.0,t
"Other stimulant, spice and aromatic crops, n.e.c.",Area harvested,2020,54227.0,ha
"Other stimulant, spice and aromatic crops, n.e.c.",Yield,2020,5707.9,kg/ha
"Other stimulant, spice and aromatic crops, n.e.c.",Production,2020,309523.0,t
Other sugar crops n.e.c.,Area harvested,2020,12360.0,ha
Other sugar crops n.e.c.,Yield,2020,16092.8,kg/ha
Other sugar crops n.e.c.,Production,2020,198914.0,t
"Other tropical fruits, n.e.c.",Area harvested,2020,41660.0,ha
"Other tropical fruits, n.e.c.",Yield,2020,26644.3,kg/ha
"Other tropical fruits, n.e.c.",Production,2020,1110000.0,t
"Other vegetables, fresh n.e.c.",Area harvested,2020,170000.0,ha
"Other vegetables, fresh n.e.c.",Yield,2020,9767.1,kg/ha
"Other vegetables, fresh n.e.c.",Production,2020,1660400.0,t
Papayas,Area harvested,2020,36440.0,ha
Papayas,Yield,2020,3586.1,kg/ha
Papayas,Production,2020,130679.0,t
"Peas, dry",Area harvested,2020,8333.0,ha
"Peas, dry",Yield,2020,1053.3,kg/ha
"Peas, dry",Production,2020,8777.0,t
"Pigeon peas, dry",Area harvested,2020,467.0,ha
"Pigeon peas, dry",Yield,2020,980.7,kg/ha
"Pigeon peas, dry",Production,2020,458.0,t
Pineapples,Area harvested,2020,15047.0,ha
Pineapples,Yield,2020,14491.1,kg/ha
Pineapples,Production,2020,218048.0,t
Plantains and cooking bananas,Area harvested,2020,11823.0,ha
Plantains and cooking bananas,Yield,2020,14115.7,kg/ha
Plantains and cooking bananas,Production,2020,166890.0,t
Pomelos and grapefruits,Area harvested,2020,12805.0,ha
Pomelos and grapefruits,Yield,2020,6327.7,kg/ha
Pomelos and grapefruits,Production,2020,81026.0,t
Potatoes,Area harvested,2020,461351.0,ha
Potatoes,Yield,2020,20821.5,kg/ha
Potatoes,Production,2020,9606000.0,t
"Pumpkins, squash and gourds",Area harvested,2020,61233.0,ha
"Pumpkins, squash and gourds",Yield,2020,10962.3,kg/ha
"Pumpkins, squash and gourds",Production,2020,671256.0,t
Rape or colza seed,Area harvested,2020,309115.0,ha
Rape or colza seed,Yield,2020,1159.0,kg/ha
Rape or colza seed,Production,2020,358249.0,t
"Rapeseed or canola oil, crude",Production,2020,232500.0,t
Raw cane or beet sugar (centrifugal only),Production,2020,100000.0,t
Raw hides and skins of buffaloes,Yield/Carcass Weight,2020,32.0,kg/An
Raw hides and skins of buffaloes,Production,2020,2723.86,t
Raw hides and skins of buffaloes,Producing Animals/Slaughtered,2020,85993.0,An
Raw hides and skins of cattle,Yield/Carcass Weight,2020,12.0,kg/An
Raw hides and skins of cattle,Production,2020,33344.88,t
Raw hides and skins of cattle,Producing Animals/Slaughtered,2020,2737597.0,An
Raw hides and skins of goats or kids,Yield/Carcass Weight,2020,5.0,kg/An
Raw hides and skins of goats or kids,Production,2020,64300.25,t
Raw hides and skins of goats or kids,Producing Animals/Slaughtered,2020,13217500.0,An
Raw hides and skins of sheep or lambs,Yield/Carcass Weight,2020,1.0,kg/An
Raw hides and skins of sheep or lambs,Production,2020,1131.38,t
Raw hides and skins of sheep or lambs,Producing Animals/Slaughtered,2020,973900.0,An
Raw milk of buffalo,Yield/Carcass Weight,2020,559.0,kg/An
Raw milk of buffalo,Production,2020,267000.0,t
Raw milk of buffalo,Milk Animals,2020,477800.0,An
Raw milk of cattle,Yield/Carcass Weight,2020,1126.0,kg/An
Raw milk of cattle,Production,2020,9612000.0,t
Raw milk of cattle,Milk Animals,2020,8536900.0,An
Raw milk of goats,Yield/Carcass Weight,2020,91.0,kg/An
Raw milk of goats,Production,2020,747600.0,t
Raw milk of goats,Milk Animals,2020,8195000.0,An
Raw milk of sheep,Yield/Carcass Weight,2020,48.0,kg/An
Raw milk of sheep,Production,2020,53400.0,t
Raw milk of sheep,Milk Animals,2020,1118000.0,An
Rice,Area harvested,2020,11693246.0,ha
Rice,Yield,2020,4793.9,kg/ha
Rice,Production,2020,56056815.18,t
"Seed cotton, unginned",Area harvested,2020,21182.0,ha
"Seed cotton, unginned",Yield,2020,4012.8,kg/ha
"Seed cotton, unginned",Production,2020,85000.0,t
Sesame seed,Area harvested,2020,33657.0,ha
Sesame seed,Yield,2020,944.4,kg/ha
Sesame seed,Production,2020,31786.0,t
Sheep,Stocks,2020,3607000.0,An
"Sheep fat, unrendered",Production,2020,397.85,t
"Sheep fat, unrendered",Producing Animals/Slaughtered,2020,973900.0,An
"Shorn wool, greasy, including fleece-washed shorn wool",Production,2020,2499.65,t
Skim milk of cows,Production,2020,594332.33,t
Sorghum,Area harvested,2020,66.0,ha
Sorghum,Yield,2020,1166.7,kg/ha
Sorghum,Production,2020,77.0,t
Soya bean oil,Production,2020,413100.0,t
Soya beans,Area harvested,2020,61273.0,ha
Soya beans,Yield,2020,1709.7,kg/ha
Soya beans,Production,2020,104761.0,t
Spinach,Area harvested,2020,5797.0,ha
Spinach,Yield,2020,10246.7,kg/ha
Spinach,Production,2020,59400.0,t
Strawberries,Area harvested,2020,15.0,ha
Strawberries,Yield,2020,6671.2,kg/ha
Strawberries,Production,2020,98.0,t
Sugar cane,Area harvested,2020,86245.0,ha
Sugar cane,Yield,2020,42703.4,kg/ha
Sugar cane,Production,2020,3682951.0,t
Sweet potatoes,Area harvested,2020,24543.0,ha
Sweet potatoes,Yield,2020,10011.8,kg/ha
Sweet potatoes,Production,2020,245719.0,t
"Tangerines, mandarins, clementines",Area harvested,2020,0.0,ha
"Tangerines, mandarins, clementines",Production,2020,0.0,t
Tea leaves,Area harvested,2020,59364.0,ha
Tea leaves,Yield,2020,6940.2,kg/ha
Tea leaves,Production,2020,412000.0,t
Tomatoes,Area harvested,2020,28514.0,ha
Tomatoes,Yield,2020,14571.6,kg/ha
Tomatoes,Production,2020,415494.0,t
Unmanufactured tobacco,Area harvested,2020,40472.0,ha
Unmanufactured tobacco,Yield,2020,2121.3,kg/ha
Unmanufactured tobacco,Production,2020,85852.0,t
Wheat,Area harvested,2020,332254.0,ha
Wheat,Yield,2020,3097.0,kg/ha
Wheat,Production,2020,1029000.0,t
"Beef and Buffalo Meat, primary",Yield/Carcass Weight,2020,73.0,kg/An
"Beef and Buffalo Meat, primary",Production,2020,206084.5,t
"Beef and Buffalo Meat, primary",Producing Animals/Slaughtered,2020,2823590.0,An
Butter and Ghee,Production,2020,32191.02,t
Cattle and Buffaloes,Stocks,2020,25884000.0,An
"Cereals, primary",Area harvested,2020,12508099.0,ha
"Cereals, primary",Yield,2020,4885.9,kg/ha
"Cereals, primary",Production,2020,61113280.33,t
Cheese (All Kinds),Production,2020,1228.22,t
"Citrus Fruit, Total",Area harvested,2020,76890.0,ha
"Citrus Fruit, Total",Yield,2020,1857.1,kg/ha
"Citrus Fruit, Total",Production,2020,142790.0,t
Eggs Primary,Yield/Carcass Weight,2020,3614.0,g/An
Eggs Primary,Production,2020,932300.0,t
Eggs Primary,Laying,2020,257965.0,1000 An
"Fibre Crops, Fibre Equivalent",Area harvested,2020,702657.0,ha
"Fibre Crops, Fibre Equivalent",Yield,2020,2535.9,kg/ha
"Fibre Crops, Fibre Equivalent",Production,2020,1781853.49,t
Fruit Primary,Area harvested,2020,464496.0,ha
Fruit Primary,Yield,2020,11120.6,kg/ha
Fruit Primary,Production,2020,5165447.0,t
"Meat, Poultry",Yield/Carcass Weight,2020,749.0,g/An
"Meat, Poultry",Production,2020,268762.72,t
"Meat, Poultry",Producing Animals/Slaughtered,2020,359012.0,1000 An
"Meat, Total",Production,2020,722616.79,t
"Milk, Total",Yield/Carcass Weight,2020,583.0,kg/An
"Milk, Total",Production,2020,10680000.0,t
"Milk, Total",Milk Animals,2020,18327700.0,An
"Oilcrops, Cake Equivalent",Area harvested,2020,500944.0,ha
"Oilcrops, Cake Equivalent",Yield,2020,801.5,kg/ha
"Oilcrops, Cake Equivalent",Production,2020,401496.97,t
"Oilcrops, Oil Equivalent",Area harvested,2020,501332.0,ha
"Oilcrops, Oil Equivalent",Yield,2020,504.8,kg/ha
"Oilcrops, Oil Equivalent",Production,2020,253056.88,t
Poultry Birds,Stocks,2020,356318.0,1000 An
"Pulses, Total",Area harvested,2020,437595.0,ha
"Pulses, Total",Yield,2020,1071.0,kg/ha
"Pulses, Total",Production,2020,468658.0,t
"Roots and Tubers, Total",Area harvested,2020,485894.0,ha
"Roots and Tubers, Total",Yield,2020,20275.4,kg/ha
"Roots and Tubers, Total",Production,2020,9851719.0,t
Sheep and Goat Meat,Yield/Carcass Weight,2020,16.0,kg/An
Sheep and Goat Meat,Production,2020,230894.29,t
Sheep and Goat Meat,Producing Animals/Slaughtered,2020,14191400.0,An
Sheep and Goats,Stocks,2020,30042000.0,An
"Skim Milk & Buttermilk, Dry",Production,2020,357.11,t
Sugar Crops Primary,Area harvested,2020,98605.0,ha
Sugar Crops Primary,Yield,2020,39367.7,kg/ha
Sugar Crops Primary,Production,2020,3881865.0,t
Vegetables Primary,Area harvested,2020,680283.0,ha
Vegetables Primary,Yield,2020,10066.8,kg/ha
Vegetables Primary,Production,2020,6848239.0,t
Areca nuts,Area harvested,2021,46610.0,ha
Areca nuts,Yield,2021,7419.0,kg/ha
Areca nuts,Production,2021,345801.0,t
Bananas,Area harvested,2021,49450.0,ha
Bananas,Yield,2021,16706.8,kg/ha
Bananas,Production,2021,826151.0,t
Barley,Area harvested,2021,186.0,ha
Barley,Yield,2021,935.5,kg/ha
Barley,Production,2021,174.0,t
"Beans, dry",Area harvested,2021,84579.0,ha
"Beans, dry",Yield,2021,922.2,kg/ha
"Beans, dry",Production,2021,78000.0,t
Buffalo,Stocks,2021,1500000.0,An
"Buffalo fat, unrendered",Production,2021,332.08,t
"Buffalo fat, unrendered",Producing Animals/Slaughtered,2021,86629.0,An
Butter of buffalo milk,Production,2021,2292.97,t
Butter of cow milk,Production,2021,1446.69,t
"Buttermilk, dry",Production,2021,384.88,t
Cabbages,Area harvested,2021,22339.0,ha
Cabbages,Yield,2021,17022.2,kg/ha
Cabbages,Production,2021,380259.0,t
Cantaloupes and other melons,Area harvested,2021,20622.0,ha
Cantaloupes and other melons,Yield,2021,19075.5,kg/ha
Cantaloupes and other melons,Production,2021,393375.0,t
Carrots and turnips,Area harvested,2021,3679.0,ha
Carrots and turnips,Yield,2021,9997.3,kg/ha
Carrots and turnips,Production,2021,36780.0,t
Castor oil seeds,Area harvested,2021,391.0,ha
Castor oil seeds,Yield,2021,711.3,kg/ha
Castor oil seeds,Production,2021,277.95,t
Cattle,Stocks,2021,24545000.0,An
"Cattle fat, unrendered",Production,2021,6537.92,t
"Cattle fat, unrendered",Producing Animals/Slaughtered,2021,2755774.0,An
Cauliflowers and broccoli,Area harvested,2021,22675.0,ha
Cauliflowers and broccoli,Yield,2021,12996.0,kg/ha
Cauliflowers and broccoli,Production,2021,294684.0,t
Cheese from whole cow milk,Production,2021,1268.76,t
"Chick peas, dry",Area harvested,2021,4580.0,ha
"Chick peas, dry",Yield,2021,1093.4,kg/ha
"Chick peas, dry",Production,2021,5008.0,t
Chickens,Stocks,2021,304106.0,1000 An
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Area harvested,2021,100137.0,ha
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Yield,2021,4920.1,kg/ha
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Production,2021,492681.0,t
Coconut oil,Production,2021,23800.0,t
"Coconuts, in shell",Area harvested,2021,36148.0,ha
"Coconuts, in shell",Yield,2021,11144.5,kg/ha
"Coconuts, in shell",Production,2021,402852.0,t
"Coir, raw",Production,2021,10317.95,t
"Cotton lint, ginned",Production,2021,22200.0,t
Cotton seed,Production,2021,44759.9,t
Cottonseed oil,Production,2021,6500.03,t
Cucumbers and gherkins,Area harvested,2021,17208.0,ha
Cucumbers and gherkins,Yield,2021,9108.8,kg/ha
Cucumbers and gherkins,Production,2021,156744.0,t
Ducks,Stocks,2021,61746.0,1000 An
"Edible offal of buffalo, fresh, chilled or frozen",Production,2021,1443.82,t
"Edible offal of buffalo, fresh, chilled or frozen",Producing Animals/Slaughtered,2021,86629.0,An
"Edible offal of cattle, fresh, chilled or frozen",Production,2021,40099.24,t
"Edible offal of cattle, fresh, chilled or frozen",Producing Animals/Slaughtered,2021,2755774.0,An
"Edible offal of goat, fresh, chilled or frozen",Production,2021,65714.29,t
"Edible offal of goat, fresh, chilled or frozen",Producing Animals/Slaughtered,2021,13302000.0,An
"Edible offal of sheep, fresh, chilled or frozen",Production,2021,989.07,t
"Edible offal of sheep, fresh, chilled or frozen",Producing Animals/Slaughtered,2021,993300.0,An
Eggplants (aubergines),Area harvested,2021,53419.0,ha
Eggplants (aubergines),Yield,2021,10988.6,kg/ha
Eggplants (aubergines),Production,2021,587000.0,t
"Eggs from other birds in shell, fresh, n.e.c.",Yield,2021,90.0,No/An
"Eggs from other birds in shell, fresh, n.e.c.",Yield/Carcass Weight,2021,4145.0,g/An
"Eggs from other birds in shell, fresh, n.e.c.",Production,2021,283900.0,t
"Eggs from other birds in shell, fresh, n.e.c.",Production,2021,6172900.0,1000 No
"Eggs from other birds in shell, fresh, n.e.c.",Laying,2021,68500.0,1000 An
Ghee from buffalo milk,Production,2021,1837.73,t
Ghee from cow milk,Production,2021,31300.0,t
"Ginger, raw",Area harvested,2021,10276.0,ha
"Ginger, raw",Yield,2021,7952.0,kg/ha
"Ginger, raw",Production,2021,81715.0,t
"Goat fat, unrendered",Production,2021,16897.96,t
"Goat fat, unrendered",Producing Animals/Slaughtered,2021,13302000.0,An
Goats,Stocks,2021,26604000.0,An
Green garlic,Area harvested,2021,72858.0,ha
Green garlic,Yield,2021,6884.8,kg/ha
Green garlic,Production,2021,501611.0,t
"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",Production,2021,90329.0,t
Groundnut oil,Production,2021,18043.23,t
"Groundnuts, excluding shelled",Area harvested,2021,31175.0,ha
"Groundnuts, excluding shelled",Yield,2021,2141.0,kg/ha
"Groundnuts, excluding shelled",Production,2021,66745.0,t
"Hen eggs in shell, fresh",Yield,2021,66.0,No/An
"Hen eggs in shell, fresh",Yield/Carcass Weight,2021,3775.0,g/An
"Hen eggs in shell, fresh",Production,2021,821000.0,t
"Hen eggs in shell, fresh",Production,2021,14403500.0,1000 No
"Hen eggs in shell, fresh",Laying,2021,217500.0,1000 An
"Jute, raw or retted",Area harvested,2021,682170.0,ha
"Jute, raw or retted",Yield,2021,2465.6,kg/ha
"Jute, raw or retted",Production,2021,1681938.57,t
"Kenaf, and other textile bast fibres, raw or retted",Area harvested,2021,24.0,ha
"Kenaf, and other textile bast fibres, raw or retted",Yield,2021,2893.6,kg/ha
"Kenaf, and other textile bast fibres, raw or retted",Production,2021,68.0,t
Lemons and limes,Area harvested,2021,65658.0,ha
Lemons and limes,Yield,2021,1242.9,kg/ha
Lemons and limes,Production,2021,81604.0,t
"Lentils, dry",Area harvested,2021,145972.0,ha
"Lentils, dry",Yield,2021,1270.8,kg/ha
"Lentils, dry",Production,2021,185500.0,t
Linseed,Area harvested,2021,5208.0,ha
Linseed,Yield,2021,717.2,kg/ha
Linseed,Production,2021,3735.0,t
Maize (corn),Area harvested,2021,479826.0,ha
Maize (corn),Yield,2021,8579.0,kg/ha
Maize (corn),Production,2021,4116438.0,t
"Mangoes, guavas and mangosteens",Area harvested,2021,139798.0,ha
"Mangoes, guavas and mangosteens",Yield,2021,10433.3,kg/ha
"Mangoes, guavas and mangosteens",Production,2021,1458554.0,t
"Meat of buffalo, fresh or chilled",Yield/Carcass Weight,2021,80.0,kg/An
"Meat of buffalo, fresh or chilled",Production,2021,6930.34,t
"Meat of buffalo, fresh or chilled",Producing Animals/Slaughtered,2021,86629.0,An
"Meat of cattle with the bone, fresh or chilled",Yield/Carcass Weight,2021,73.0,kg/An
"Meat of cattle with the bone, fresh or chilled",Production,2021,200496.22,t
"Meat of cattle with the bone, fresh or chilled",Producing Animals/Slaughtered,2021,2755774.0,An
"Meat of chickens, fresh or chilled",Yield/Carcass Weight,2021,700.0,g/An
"Meat of chickens, fresh or chilled",Production,2021,215626.42,t
"Meat of chickens, fresh or chilled",Producing Animals/Slaughtered,2021,308143.0,1000 An
"Meat of ducks, fresh or chilled",Yield/Carcass Weight,2021,1000.0,g/An
"Meat of ducks, fresh or chilled",Production,2021,60324.05,t
"Meat of ducks, fresh or chilled",Producing Animals/Slaughtered,2021,60324.0,1000 An
"Meat of goat, fresh or chilled",Yield/Carcass Weight,2021,17.0,kg/An
"Meat of goat, fresh or chilled",Production,2021,230000.0,t
"Meat of goat, fresh or chilled",Producing Animals/Slaughtered,2021,13302000.0,An
"Meat of sheep, fresh or chilled",Yield/Carcass Weight,2021,6.0,kg/An
"Meat of sheep, fresh or chilled",Production,2021,5959.8,t
"Meat of sheep, fresh or chilled",Producing Animals/Slaughtered,2021,993300.0,An
Millet,Area harvested,2021,11111.0,ha
Millet,Yield,2021,1123.5,kg/ha
Millet,Production,2021,12484.2,t
Molasses,Production,2021,36264.38,t
Natural rubber in primary forms,Area harvested,2021,219763.0,ha
Natural rubber in primary forms,Yield,2021,100.1,kg/ha
Natural rubber in primary forms,Production,2021,22000.0,t
Oil of linseed,Production,2021,3000.0,t
Oil of sesame seed,Production,2021,7449.95,t
Okra,Area harvested,2021,12140.0,ha
Okra,Yield,2021,5766.1,kg/ha
Okra,Production,2021,70000.0,t
"Onions and shallots, dry (excluding dehydrated)",Area harvested,2021,194296.0,ha
"Onions and shallots, dry (excluding dehydrated)",Yield,2021,11676.8,kg/ha
"Onions and shallots, dry (excluding dehydrated)",Production,2021,2268754.0,t
Oranges,Area harvested,2021,777.0,ha
Oranges,Yield,2021,4812.1,kg/ha
Oranges,Production,2021,3739.0,t
"Other beans, green",Area harvested,2021,22258.0,ha
"Other beans, green",Yield,2021,7637.7,kg/ha
"Other beans, green",Production,2021,170000.0,t
Other berries and fruits of the genus vaccinium n.e.c.,Area harvested,2021,11460.0,ha
Other berries and fruits of the genus vaccinium n.e.c.,Yield,2021,7678.9,kg/ha
Other berries and fruits of the genus vaccinium n.e.c.,Production,2021,88000.0,t
"Other fibre crops, raw, n.e.c.",Area harvested,2021,1934.0,ha
"Other fibre crops, raw, n.e.c.",Yield,2021,196.7,kg/ha
"Other fibre crops, raw, n.e.c.",Production,2021,380.4,t
"Other fruits, n.e.c.",Area harvested,2021,70000.0,ha
"Other fruits, n.e.c.",Yield,2021,9942.9,kg/ha
"Other fruits, n.e.c.",Production,2021,696000.0,t
"Other meat of mammals, fresh or chilled",Production,2021,17106.96,t
"Other oil seeds, n.e.c.",Area harvested,2021,1599.0,ha
"Other oil seeds, n.e.c.",Yield,2021,1254.5,kg/ha
"Other oil seeds, n.e.c.",Production,2021,2006.0,t
Other pulses n.e.c.,Area harvested,2021,372167.0,ha
Other pulses n.e.c.,Yield,2021,1141.2,kg/ha
Other pulses n.e.c.,Production,2021,424714.0,t
"Other stimulant, spice and aromatic crops, n.e.c.",Area harvested,2021,63059.0,ha
"Other stimulant, spice and aromatic crops, n.e.c.",Yield,2021,4815.4,kg/ha
"Other stimulant, spice and aromatic crops, n.e.c.",Production,2021,303654.0,t
Other sugar crops n.e.c.,Area harvested,2021,18500.0,ha
Other sugar crops n.e.c.,Yield,2021,11207.0,kg/ha
Other sugar crops n.e.c.,Production,2021,207330.0,t
"Other tropical fruits, n.e.c.",Area harvested,2021,48984.0,ha
"Other tropical fruits, n.e.c.",Yield,2021,26644.3,kg/ha
"Other tropical fruits, n.e.c.",Production,2021,1305142.0,t
"Other vegetables, fresh n.e.c.",Area harvested,2021,189000.0,ha
"Other vegetables, fresh n.e.c.",Yield,2021,8767.2,kg/ha
"Other vegetables, fresh n.e.c.",Production,2021,1657000.0,t
Papayas,Area harvested,2021,10685.0,ha
Papayas,Yield,2021,11769.6,kg/ha
Papayas,Production,2021,125758.0,t
"Peas, dry",Area harvested,2021,7487.0,ha
"Peas, dry",Yield,2021,1075.3,kg/ha
"Peas, dry",Production,2021,8051.0,t
"Pigeon peas, dry",Area harvested,2021,448.0,ha
"Pigeon peas, dry",Yield,2021,1058.0,kg/ha
"Pigeon peas, dry",Production,2021,474.0,t
Pineapples,Area harvested,2021,13854.0,ha
Pineapples,Yield,2021,15023.9,kg/ha
Pineapples,Production,2021,208141.0,t
Plantains and cooking bananas,Area harvested,2021,11700.0,ha
Plantains and cooking bananas,Yield,2021,15299.1,kg/ha
Plantains and cooking bananas,Production,2021,179000.0,t
Pomelos and grapefruits,Area harvested,2021,5653.0,ha
Pomelos and grapefruits,Yield,2021,13915.6,kg/ha
Pomelos and grapefruits,Production,2021,78665.0,t
Potatoes,Area harvested,2021,468699.0,ha
Potatoes,Yield,2021,21095.1,kg/ha
Potatoes,Production,2021,9887242.0,t
"Pumpkins, squash and gourds",Area harvested,2021,60622.0,ha
"Pumpkins, squash and gourds",Yield,2021,11481.0,kg/ha
"Pumpkins, squash and gourds",Production,2021,696000.0,t
Rape or colza seed,Area harvested,2021,329538.0,ha
Rape or colza seed,Yield,2021,1203.5,kg/ha
Rape or colza seed,Production,2021,396594.0,t
"Rapeseed or canola oil, crude",Production,2021,279000.0,t
Raw cane or beet sugar (centrifugal only),Production,2021,89221.88,t
Raw hides and skins of buffaloes,Yield/Carcass Weight,2021,32.0,kg/An
Raw hides and skins of buffaloes,Production,2021,2743.26,t
Raw hides and skins of buffaloes,Producing Animals/Slaughtered,2021,86629.0,An
Raw hides and skins of cattle,Yield/Carcass Weight,2021,12.0,kg/An
Raw hides and skins of cattle,Production,2021,33561.32,t
Raw hides and skins of cattle,Producing Animals/Slaughtered,2021,2755774.0,An
Raw hides and skins of goats or kids,Yield/Carcass Weight,2021,5.0,kg/An
Raw hides and skins of goats or kids,Production,2021,65714.29,t
Raw hides and skins of goats or kids,Producing Animals/Slaughtered,2021,13302000.0,An
Raw hides and skins of sheep or lambs,Yield/Carcass Weight,2021,1.0,kg/An
